2025-10-27T03:34:31.000000000Z [inf]  Starting Container
2025-10-27T03:34:59.981388649Z [err]    stderr: 'fatal: not a git repository (or any of the parent directories): .git\n'
2025-10-27T03:34:59.981407543Z [err]      at wrappedFn (node:internal/errors:538:14)
2025-10-27T03:34:59.981421801Z [err]    code: 128,
2025-10-27T03:34:59.981422128Z [err]  }
2025-10-27T03:34:59.981442555Z [err]      at ChildProcess.exithandler (node:child_process:422:12)
2025-10-27T03:34:59.981449686Z [inf]  3:34:59 AM [express] GET /api/deployment-info 200 in 19ms :: {"version":"1.0.0","commitHash":"unknow…
2025-10-27T03:34:59.981458754Z [err]    killed: false,
2025-10-27T03:34:59.981474773Z [err]      at ChildProcess.emit (node:events:524:28)
2025-10-27T03:34:59.981498693Z [err]    signal: null,
2025-10-27T03:34:59.981504094Z [err]      at maybeClose (node:internal/child_process:1104:16)
2025-10-27T03:34:59.981525438Z [err]      at Socket.<anonymous> (node:internal/child_process:456:11)
2025-10-27T03:35:03.522316555Z [inf]  [AUTH] Login attempt for email: root@getdc360.com
2025-10-27T03:35:03.522345433Z [inf]  [AUTH] Found users: 1
2025-10-27T03:35:03.522368691Z [inf]  [AUTH] User found: root@getdc360.com has password: true
2025-10-27T03:35:03.522392067Z [inf]  [AUTH] Verifying password...
2025-10-27T03:35:03.733834877Z [inf]  [AUTH] Password valid: true
2025-10-27T03:35:03.733858416Z [inf]  [AUTH] Authentication successful for: root@getdc360.com
2025-10-27T03:35:03.755204937Z [inf]  3:35:03 AM [express] POST /api/auth/login 200 in 380ms :: {"success":true,"user":{"id":"723e1301-c72…
2025-10-27T03:35:04.338144281Z [inf]  3:35:04 AM [express] GET /api/auth/me 304 in 9ms :: {"user":{"id":"723e1301-c729-48fc-810a-39ddef954…
2025-10-27T03:35:04.563144445Z [inf]  3:35:04 AM [express] GET /api/projects 304 in 21ms :: []
2025-10-27T03:35:06.614115150Z [inf]  3:35:06 AM [express] GET /api/meta-sysop/history 200 in 46ms :: {"messages":[{"id":"9dd044d9-5587-4e…
2025-10-27T03:35:06.627136595Z [inf]  ✅ WebSocket client connected
2025-10-27T03:35:06.628417176Z [inf]  ❌ WebSocket client disconnected
2025-10-27T03:35:06.634917802Z [inf]  3:35:06 AM [express] GET /api/platform/status 200 in 139ms :: {"overallHealth":100,"activeIncidents"…
2025-10-27T03:35:08.323874282Z [inf]  3:35:08 AM [express] GET /api/platform/status 200 in 38ms :: {"overallHealth":100,"activeIncidents":…
2025-10-27T03:35:08.333744872Z [inf]  3:35:08 AM [express] GET /api/meta-sysop/history 304 in 49ms :: {"messages":[{"id":"9dd044d9-5587-4e…
2025-10-27T03:35:08.351952645Z [inf]  3:35:08 AM [express] GET /api/auth/me 304 in 68ms :: {"user":{"id":"723e1301-c729-48fc-810a-39ddef95…
2025-10-27T03:35:08.568456073Z [inf]  ✅ WebSocket client connected
2025-10-27T03:35:08.568489341Z [inf]  ❌ WebSocket client disconnected
2025-10-27T03:35:09.661802165Z [inf]  3:35:09 AM [express] GET /api/auth/me 304 in 11ms :: {"user":{"id":"723e1301-c729-48fc-810a-39ddef95…
2025-10-27T03:35:09.661833914Z [inf]  3:35:09 AM [express] GET /api/platform/status 200 in 20ms :: {"overallHealth":100,"activeIncidents":…
2025-10-27T03:35:09.661852608Z [inf]  3:35:09 AM [express] GET /api/meta-sysop/history 304 in 27ms :: {"messages":[{"id":"9dd044d9-5587-4e…
2025-10-27T03:35:10.215167883Z [inf]  3:35:10 AM [express] GET /api/auth/me 304 in 33ms :: {"user":{"id":"723e1301-c729-48fc-810a-39ddef95…
2025-10-27T03:35:10.220282921Z [inf]  3:35:10 AM [express] GET /api/platform/status 200 in 45ms :: {"overallHealth":100,"activeIncidents":…
2025-10-27T03:35:10.230952453Z [inf]  3:35:10 AM [express] GET /api/meta-sysop/history 304 in 50ms :: {"messages":[{"id":"9dd044d9-5587-4e…
2025-10-27T03:35:10.954425509Z [inf]  3:35:10 AM [express] GET /api/auth/me 304 in 19ms :: {"user":{"id":"723e1301-c729-48fc-810a-39ddef95…
2025-10-27T03:35:10.972474719Z [inf]  3:35:10 AM [express] GET /api/platform/status 200 in 32ms :: {"overallHealth":100,"activeIncidents":…
2025-10-27T03:35:10.977097064Z [inf]  3:35:10 AM [express] GET /api/meta-sysop/history 304 in 41ms :: {"messages":[{"id":"9dd044d9-5587-4e…
